id,name,descriptions
390135,Date Crown Kheniji Dates 500 G,"Dates are very nutritious and a good source of
 fiber. It is rich in antioxidants. It keeps your brain healthy
 and is a natural sweetener.It is packed with
  nutrition and energy in every bite and is ideal for
  individuals of all ages."
390689,Regency Chia Seed(250G),"Chia seeds are one of the healthiest food with amazing benefits .
 They are packed with nutrients and contain less calories
 The presence of insoluble fiber keeps your tummy fuller for longer and promotes digestive health.
  They are excellent source of calcium,healthy fats, protein, and antioxidants."
391366,Almond 250 g,"Almonds promotes metabolism, digestive system, regulates blood sugar, blood pressure, Cholesterol Levels and prevents cancer."
391368,Raisin 250 g,"Raisins promote healthy heart ,stabilises 
  blood pressure and blood sugar. They contain fiber which 
 lowers bad cholesterol and thereby reduces the risk of strain 
  on the heart. Raisins are also an incredible source of 
 potassium."
392389,Regency Pumpkin Seeds 100G,"Pumpkin seeds are rich source of protein,magnesium and healthy fats, including omega-6 fatty acids that is good for vital organs of human body. They are full of vital nutrients and antioxidants that reduce the occurrence of cancer and also promote prostate and bladder health.It is high in fiber and lowers blood sugar levels"
392392,Regency Dry Apricot 250G,"Apricots are an incredible source of Vitamins A and E , fibers and minerals. They promote digestive and heart health.Dried apricots strengthens bones and nerve system as they are rich in calcium and magnesium."
392835,Peanut 1 kg,"Peanuts are rich source of good fats
  protein, and fiber. They are an incredible source of
  potassium, phosphorous, magnesium, and B vitamins."
392837,Peanut 500g,"Peanuts are considerably high in calories, but they are rich source of good fats,
  protein and fiber.They are nutritious and have less carbohydrates."
401672,Nutraj Gold Walnut Kernels 1 Kg,"Walnuts are power packed single-seed fruit that has good source of healthy fats, protein, copper, manganese, and 
 other vital nutrients required for our body.It helps to lower cholesterol levels,reduces inflammation, boosts immunity,aids weight loss,strengthens hair,and has anti ageing and cancer prevention properties."
413075,Hapillo Nuts And Berries 200G,"Nuts and Berries are among the healthiest food on the planet.They are loaded with antioxidants and are an incredible source of many nutrients and fiber.It helps to regulate blood sugar and improve response to insulin .It reduces inflammation,cholesterol levels and protects against cancer.It is good for healthy skin."
413076,Hapillo Trail Mix 200G,"Trail Mix is a perfect healthy snack.It is a great source of protein as it includes several high protein ingredients .It promotes muscle growth, tissue repair,immunity and much more. It aids weight loss by reducing your It gives a feeling of fullness and reduces appetite."
413079,Hapillo Kalmi Dates 250G,"Dates are very nutritious and a good source of
 fiber. It is rich in antioxidants. It keeps your brain healthy
 and is a natural sweetener.It is packed with
  nutrition and energy in every bite and is ideal for
  individuals of all ages."
413080,Hapillo Omani Dates 250G,"Dates are very nutritious and a good source of
 fiber. It is rich in antioxidants. It keeps your brain healthy
 and is a natural sweetener.It is packed with
  nutrition and energy in every bite and is ideal for
  individuals of all ages."
144126,"MTR Foods Spice Puliyogare Powder, 27g (pack of 10)",Puliyogare Powder is a blend of the natural spices to enhance the taste of your tradtional Tamarind rice preparation
174631,"MDH Turmeric Powder, 500 g","Turmeric has too many proven health benefits -
  improves immunity,heart health, prevents Alzheimer's disease and cancer. It' is anti-inflammatory and antioxidant. It may also helps to fight depression and arthritis."
174635,"MDH Lal Mirch, 500 g","Red Chillies are good source of Vitamin C that improves
  immune health and fights chronic diseases. It promotes heart
 health and contains antioxidants in red chilli that aids in 
 preventing blockages in blood vessels and arteries."
174636,"MDH Dhania Powder, 500 g","Coriander seeds are packed with key nutrients like vitamin C
 folic acid, vitamin A and beta-carotene.They aid production of
 digestive hormones, promotes liver health and reduces bad cholesterol."
206778,"Everest Tikhalal Chilli Powder, 500 g","Red Chillies are good source of Vitamin C that improves
  immune health and fights chronic diseases. It promotes heart
 health and contains antioxidants in red chilli that aids in 
 preventing blockages in blood vessels and arteries."
260767,MTR Bisibelabath Masala 100 g,"Bisi belabath powder is a super aromatic spice powder used to make 
  a popular meal made with rice ,dal and vegetables called bisibelebath from Karnataka."
260770,"MTR Rasam Powder, 200 g","Rasam powder is a flavourful and tasty mix made dals and spices. 
  to give a unique aroma and is also healthy."
260772,MTR Sambar Masala Powder 200 g,"Sambhar masala is a mix of spices in certain proportions.It is an important spice mix 
  in sambar recipe as well as many other recipes ."
260797,"MDH Chunky Chat Masala, 100 g","Chat masala is a blend of various Indian spices that is sprinkled to give that tangy taste for
  salads, on chaats, or even dals and curries."
260798,"MDH Chicken Masala, 100 g",Chicken Masala is a blend of premium quality spices in a certain proportion that is used to flavor the chicken with a predominant taste .
260799,"MDH Deggi Chilli, 100 g","Deggi Mirch is a special age old blend of special varieties of colourful Indian red chillies. 
 It is mildly spicy and gives a glowing natural red colour to the dish ."
260806,"MDH Kitchen King Mixed Spices Powder, 100 g","Mixed Spices Powder is a blend of unique spices in certain proportions which makes it convenient to use
 in recipes"
264515,Dabur Hommade Ginger Garlic Paste 100 g,"The proportion of ginger and garlic is perfect in Ginger Garlic Paste.Fresh ingredients are used making the texture grainy , exactly the way it is made at home .It contains no added colors or preservatives and is easy to use and tastes great with any recipe."
265317,"MDH Pav Bhaji Masala, 100 g","Pav bhaji masala is used in the preparation of Bhaji.It is a unique mix of spices added to mashed 
 vegetables to form a thick gravy served with bread or Pav.The proportion and combination of spices used in 
 Bhaji Masala Powder plays a huge role in making the masala unique from the other masala powders."
265490,Everest Turmeric Powder 500 g,"Turmeric has too many proven health benefits -
  improves immunity,heart health, prevents Alzheimer's disease and cancer. It' is anti-inflammatory and antioxidant. It may also helps to fight depression and arthritis."
265958,Mothers Recipe garlic Paste200 g,"Fresh ingredients are used in Garlic paste making the texture grainy , exactly the way it is made at home .It contains no added colors or preservatives and is easy to use and tastes great with any recipe."
265974,MTR Sambar Rice Ready To Eat 300 g,Super food ! So Natural and delicious! Daily meals that is easy to make and yummy to taste!
266031,MDH Kasoori Meethi 100 g,"Regular consumption of Kasuri Methi or fenugreek leaves regulates cholesterol levels and promotes digestive health .It stabilises the body's 
 blood lipids and checks the blood sugar levels."
266032,"MDH Garam Masala, 100 g","Garam masala is a unique blend of spices widely used in Indian cooking to give a special flavor to recipes. 
 Whole spices in certain proportion are dry roasted to release their aromatic flavors and then ground to 
 a fine powder."
266034,Everest Kasuri Methi 100 g,"Regular consumption of Kasuri Methi or fenugreek leaves regulates cholesterol levels and promotes digestive health .It stabilises the body's 
 blood lipids and checks the blood sugar levels."
266580,Everest Black Pepper Powder 100 g,"Pepper contains plenty of antioxidants that promotes health benefits like anti-inflammatory , 
 antibacterial and cancer fighting properties.It boosts brain function,checks blood sugar and 
 aids digestive health."
266585,Catch Chat Masala Powder 100 g,"Chat masala is a blend of various Indian spices that is sprinkled to give that tangy taste for
  salads, on chaats, or even dals and curries."
267979,MDH Cumin / Jeera Powder (100 g),"Jeera or Cumin is a rich source of potassium and iron which promotes immune health. 
 It contains incredible source of antioxidants ,prevents cancer ,cures diarrhea and regulates blood sugar · It is antibacterial and fights parasites."
267995,Everest Chicken Masala 100 g,Chicken Masala is a blend of premium quality spices in a certain proportion that is used to flavor the chicken with a predominant taste .
268002,Everest Chat Masala Powder 50 g,"Chat masala is a blend of various Indian spices that is sprinkled to give that tangy taste for
  salads, on chaats, or even dals and curries."
268005,"MTR Powder - Brinjal Rice/Vangi Bath, 100 g Pouch","Vangi bath powder is a unique blend of spices in definite proportion and combination to flavour
  sumptuous traditional meal of brinjal and rice."
268007,"MTR Spice Pav Bhaji Masala, 100 g","Pav bhaji masala is used in the preparation of Bhaji.It is a unique mix of spices added to mashed 
 vegetables to form a thick gravy served with bread or Pav.The proportion and combination of spices used in 
 Bhaji Masala Powder plays a huge role in making the masala unique from the other masala powders."
268008,Catch Black Pepper Powder 100 g,"Pepper contains plenty of antioxidants that promotes health benefits like anti-inflammatory , 
 antibacterial and cancer fighting properties.It boosts brain function,checks blood sugar and 
 aids digestive health."
268009,"MTR Spice Biryani Pulao Masala, 100 g","Biriyani Pulao Masala is a special blend of mild spices in definite proportion that is 
 used in very small quantity to add a subtle flavor to the cooked rice dish."
268010,Kwality Noodles Masala Powder 100 g,"Noodles masala is an unique blend of spices mixed in the
  right proportion to unlock the taste and aroma only when cooked."
268011,Catch Black Pepper Powder 50 g,"Pepper contains plenty of antioxidants that promotes health benefits like anti-inflammatory , 
 antibacterial and cancer fighting properties.It boosts brain function,checks blood sugar and 
 aids digestive health."
268012,Everest garam Masala Powder 50 g,"Garam masala is a unique blend of spices widely used in Indian cooking to give a special flavor to recipes. 
 Whole spices in certain proportion are dry roasted to release their aromatic flavors and then ground to 
 a fine powder."
268013,"MDH Turmeric Powder, 100 g","Turmeric has too many proven health benefits -
  improves immunity,heart health, prevents Alzheimer's disease and cancer. It' is anti-inflammatory and antioxidant. It may also helps to fight depression and arthritis."
268024,MDH Jal Jeera Powder 100 g,"Jaljeera powder is a combination of unique spices like chili ,cumin, ginger, black pepper, mint, black salt, 
 and even some citrus fruits or mango."
268025,Everest Super garam Masala Powder 200 g,"Garam masala is a unique blend of spices widely used in Indian cooking to give a special flavor to recipes. 
 Whole spices in certain proportion are dry roasted to release their aromatic flavors and then ground to 
 a fine powder."
268026,"MTR Masala - Puliogare Powder, 200 g Pouch",Puliyogare Powder is a blend of the natural spices to enhance the taste of your tradtional Tamarind rice preparation
268033,Everest Chicken Masala 200 g,Chicken Masala is a blend of premium quality spices in a certain proportion that is used to flavor the chicken with a predominant taste .
268035,MTR Puliogare Paste 200 g,Puliyogare Paste is a ready to use perfect blend of the natural spices to enhance the taste of your tradtional Tamarind rice preparation
268039,Everest Hing Powder 50 g,"Hing is rich in fiber and hence promotes digestive health and treats stomach problems like gastritis,
  bloating, abdominal pain and flatulence.It is also effective in treating Asthma ,regulates Blood Pressure ,
  treats Menstrual Pain and Headaches"
268041,SVT Hotel Special Asafoetida / Hing Compounded 250 g,"The compounded Hing gives a rich flavour to the recipes.Asafoetida/Hing promotes digestive health and treats stomach problems like gastritis,
  bloating, abdominal pain and flatulence.It is also effective in treating Asthma ,regulates Blood Pressure ,
  treats Menstrual Pain and Headaches"
268042,"MTR Cumin Powder, Pouch, 100 g","Jeera or Cumin is a rich source of potassium and iron which promotes immune health. 
 It contains incredible source of antioxidants ,prevents cancer ,cures diarrhea and regulates blood sugar · It is antibacterial and fights parasites."
268046,MTR Chutney Powder 200 g,"Chutney powder is an authentic blend of different spices in the right combination and proportion.
 It enchanting taste will spice up your breakfast dishes like Idli and Dosa."
268048,"Kwality Garam Masala, 100 g","Garam masala is a unique blend of spices widely used in Indian cooking to give a special flavor to recipes. 
 Whole spices in certain proportion are dry roasted to release their aromatic flavors and then ground to 
 a fine powder."
268059,"MTR Spice Black Pepper Powder, 50 g","Pepper contains plenty of antioxidants that promotes health benefits like anti-inflammatory , 
 antibacterial and cancer fighting properties.It boosts brain function,checks blood sugar and 
 aids digestive health."
268060,"Mother Recipe Ginger Garlic Paste, 100 g","Fresh ingredients are used in ginger garlic paste making the texture grainy , exactly the way it is made at home .It contains no added colors or preservatives and is easy to use and tastes great with any recipe."
268064,"Mother Recipe Garlic Paste, 100 g","Fresh ingredients are used in Garlic paste making the texture grainy , exactly the way it is made at home .It contains no added colors or preservatives and is easy to use and tastes great with any recipe."
268068,Everest Black Pepper Powder 50 g,"Pepper contains plenty of antioxidants that promotes health benefits like anti-inflammatory , 
 antibacterial and cancer fighting properties.It boosts brain function,checks blood sugar and 
 aids digestive health."
268071,Everest Punjab Chole Masala 50 g,"Chole masala is one of the most popular Indian dishes-Chickpeas cooked in a delicious and spicy gravy.
 Chole masala is a blend of unique spices in the right combination and proportion that can be made at home. 
 But these ready made chole masala not only tastes good but also saves a lot of time and effort."
268073,Everest Shahi Biryani Masala Powder 50 g,"Shahi Biriyani Masala Powder is a special blend of mild spices in definite proportion that is 
 used in very small quantity to add a subtle flavor to the cooked rice dish."
268074,Everest Meat Masala Powder 50 g,Meat Masala is a blend of premium quality spices in a certain proportion and combination that is used to flavor the meat with a predominant taste .
268076,Everest Chicken Masala 50 g,Chicken Masala is a blend of premium quality spices in a certain proportion that is used to flavor the chicken with a predominant taste .
268077,Everest Tandoori Chicken 100 g,"Tandoori chicken masala is a perfect blend of selected spices in the right combination and proportion
  to give rich flavour and superior aroma to the chicken preparation."
268078,Everest Chole Masala 100 g,"Chole masala is one of the most popular Indian dishes-Chickpeas cooked in a delicious and spicy gravy.
 Chole masala is a blend of unique spices in the right combination and proportion that can be made at home. 
 But these ready made chole masala not only tastes good but also saves a lot of time and effort."
268931,"MDH Chana Masala, 100 g","Chana masala is one of the most popular Indian dishes-Chickpeas cooked in a delicious and spicy gravy.
 Chana masala is a blend of unique spices in the right combination and proportion that can be made at home. 
 But these ready made chana masala not only tastes good but also saves a lot of time and effort."
268932,"MDH Meat Masala Powder, 100 g",Meat Masala is a blend of premium quality spices in a certain proportion and combination that is used to flavor the meat with a predominant taste .
268937,Everest Chat Masala Powder 100 g,"Chat masala is a blend of various Indian spices that is sprinkled to give that tangy taste for
  salads, on chaats, or even dals and curries."
268939,Everest Meat Masala Powder 100 g,Meat Masala is a blend of premium quality spices in a certain proportion and combination that is used to flavor the meat with a predominant taste .
268941,Everest Pav Bhaji Masala 100 g,"Pav bhaji masala is used in the preparation of Bhaji.It is a unique mix of spices added to mashed 
 vegetables to form a thick gravy served with bread or Pav.The proportion and combination of spices used in 
 Bhaji Masala Powder plays a huge role in making the masala unique from the other masala powders."
268942,Everest Kitchen King Masala 100 g,"Kitchen king masala is a blend of authentic spices in certain combination and proportions.It gives your dishes a new flavor and it is convenient to use
 in recipes"
268943,"Everest garam Masala,100 g","Garam masala is a unique blend of spices widely used in Indian cooking to give a special flavor to recipes. 
 Whole spices in certain proportion are dry roasted to release their aromatic flavors and then ground to 
 a fine powder."
269133,"MDH Amchoor Powder, 100 g Pouch",amchoor powder or dry mango powder is usually used to add sour or tangy flavor to dishes. It is a fruity spice powder made from unripe mangoes and adds refreshing flavour to the recipe.
269268,MDH Kashmiri Mirch Powder 100 G,"Kashmiri Chilli powder adds vibrant red colour and balanced flavour to the dishes.
  This is one spice that is a must in tandoori dishes and fish curries"
269286,"MDH Dhania Powder, 100g","Coriander seeds are packed with key nutrients like vitamin C
 folic acid, vitamin A and beta-carotene.They aid production of
 digestive hormones, promotes liver health and reduces bad cholesterol."
270518,"MDH White Pepper Powder, 100 g",Both Black Pepper and white pepper are from the same plant.The difference is in the processing.Pepper contains plenty of antioxidants that promotes numerous health benefits
271130,"Everest Cumin Powder, 100 g Carton","Jeera or Cumin is a rich source of potassium and iron which promotes immune health. 
 It contains incredible source of antioxidants ,prevents cancer ,cures diarrhea and regulates blood sugar · It is antibacterial and fights parasites."
271156,Guntur Stemless Chilli / Mirchi Whole 1 Kg,"Guntur dry Chilli has vibrant red color and hot flavour and is the most popular chilli in South India. 
 It is spicy and a hot variety of chilli."
271680,Winny Kabab Masala Powder 100 g,"Kabab masala powder is a perfect blend of spices which are used to marinate lamb, chicken or fish before preparing kebabs.It will help you to save your time in kabab making."
275242,"Aashirvaad Chilli Powder /Mirchi , 100 g","Red Chillies are good source of Vitamin C that improves
  immune health and fights chronic diseases. It promotes heart
 health and contains antioxidants in red chilli that aids in 
 preventing blockages in blood vessels and arteries."
278285,Everest Sambar Masala Powder 50 g,"Sambhar masala is a mix of spices in certain proportions.It is an important spice mix 
  in sambar recipe as well as many other recipes ."
279801,"24 Mantra Organic Turmeric Powder, 100 g","Organic Turmeric has too many proven health benefits -It adds natural glow to your skin,
  improves immunity,heart health, prevents Alzheimer's disease and cancer. It' is anti-inflammatory and antioxidant. It may also helps to fight depression and arthritis."
279813,"24 Mantra Organic Red Stick Chilly, 100 g","Organic Red Stick Chilly prevents ulcers, promotes heart health and immunity.
 It gives natural red color to food and is spicy.It is usually preferred in the preparation
 of non-veg dishes and pickles."
279815,24 Mantra Organic Tamarind 500g,"Tamarind is rich in vital compounds, minerals, vitamins,iron antioxidants and dietary fibre.
 The Key Health Benefits Organic tamarind includes improving digestive and immune health.It gives natural glow to skin
 and adds volume and shine to hair.It controls cholesterol and and promotes blood circulation."
279817,"24 Mantra Organic Fenugreek Seeds Organic whole /Methi seeds whole, 100 g","Fenugreek is a unique herb that has also been used as a medicine.It reduces inflammation,aids in blood sugar control,weight loss,pain relief and improves fertility.It also improves heart health and stabilizes blood pressure condition."
279819,"24 Mantra Organic Mustard Seed whole, Small, 100 g","Mustard seeds contain minerals that strengthen your bones ,nails,hair and teeth. The abundant presence of 
  antioxidants and anti-inflammatory properties relieves pain in the teeth,gum and bones."
279822,"24 Mantra Organic Mustard Seed, Big, 100 g","Mustard seeds contain minerals that strengthen your bones ,nails,hair and teeth. The abundant presence of 
  antioxidants and anti-inflammatory properties relieves pain in the teeth,gum and bones."
279856,"24 Mantra Organic Black Pepper, 100 g","Organic Pepper contains plenty of antioxidants that promotes health benefits like anti-inflammatory , 
 antibacterial and cancer fighting properties.It boosts brain function,checks blood sugar and 
 aids digestive health."
279857,"24 Mantra Organic Chilli Powder, 100 g","Organic Chillies are good source of Vitamin C that improves
  immune health and fights chronic diseases. It promotes heart
 health and contains antioxidants in red chilli that aids in 
 preventing blockages in blood vessels and arteries."
279859,"24 Mantra Organic Cloves, 50 g","Cloves are incredible source of antioxidants that promotes immune health 
 and enables your body to fight elements that damage the cells and cause diseases"
279860,"24 Mantra Organic Coriander Powder, 100 g","Organic Coriander powder are packed with key nutrients like vitamin C
 folic acid, vitamin A and beta-carotene.They aid production of
 digestive hormones, promotes liver health and reduces bad cholesterol."
279863,"24 Mantra Organic Coriander Seeds - Whole, 100 g",Grown without synthetic Pesticides
279864,"24 Mantra Organic Cumin Seed, 100 g","Cumin seed is a rich source of potassium and iron which promotes immune health. 
 It contains incredible source of antioxidants ,prevents cancer ,cures diarrhea and regulates 
  blood sugar · It is antibacterial and fights parasites."
279866,"24 Mantra Organic Fennel Seed Organic/saunf,100g",Fennel seeds are good source of fibre and potassium .It aid weight loss improves metabolism and maintains proper appetite . They promote heart health and kidney functioning .
279867,"24 Mantra Organic Ajwain, 100g","Active enzymes in ajwain improve the flow of stomach acids, which can help to relieve indigestion, bloating, and gas."
280677,"MTR Powder - Brinjal Rice/Vangi Bath, 200 g Pouch","Vangi bath powder is a unique blend of spices in definite proportion and combination to flavour
  sumptuous traditional meal of brinjal and rice."
282197,Everest King Masala Powder 50 g,"Kitchen king masala is a blend of authentic spices in certain combination and proportions.It gives your dishes a new flavor and it is convenient to use
 in recipes"
223536,Sugar Free Natura Sachet - 0.75 g (Pack of 100),Sugar free Natura has very less or no calories though it tastes exactly like that of sugar but contains less food energy than sugar-based sweeteners.
223537,Sugar Free Gold Pellets (100 Pellets),"Sugar free is just right for those with a sweet tooth but are calorie conscious
 or cannot consume direct sugar for medical reasons."
223660,Sugar Free Natura Sweetener - 50 sachets,"Sugar Free Natura Sweetener provides a sweet taste like that of sugar,but contains less energy making it low or zero calorie."
223661,Sugarfree Natura Low Calorie Sweetner - 100 Sachet,Sugarfree Natura Low Calorie Sweetener has very less or no calories and it tastes exactly like sugar.It contains less food energy than other sugar-based sweeteners.
223662,Sugar Free Natura 85 mg - 100 Pellets,Sugar free Natura is a table top sweetener that has very less or no calories and it tastes exactly like sugar.It contains less food energy than other sugar-based sweeteners.
223663,Sugar Free Natura Pellets (200 Pellets),"Sugar free natura is just right for those with a sweet tooth but are calorie conscious
 or cannot intake direct sugar for medical reasons."
236834,"Aashirvaad Salt, 1kg","Aashirvad Salt is made from Pure and natural Sea salt crystals. 
 The body balances fluids in the blood with the help of salt.This is vital to
 stabilize blood pressure as well as proper functioning of nerves and muscle"
241598,"Tata Salt, 1Kg (Pack of 50)",Tata Salt is vaccum evaporated and iodised Salt which is an important nutrient required for the mental development.
241600,Tata Salt 1 kg,Tata Salt contains Iodine which is key nutrient to mental growth and development.
241601,Tata Salt Lite 1 kg,Tata Salt Lite contains iodine with 15 % less sodium which is light on stomach to assist better health and balanced taste
242596,Sugarfree Natura Low Calorie Sweetner - 300 Pellets,Sugarfree Natura Low Calorie Sweetener has very less or no calories and it tastes exactly like sugar.It contains less food energy than other sugar-based sweeteners.
244096,"Madhur Pure and Hygienic Sugar, 1kg Bag",Sugar provides energy required for the effective functioning of the body and
248003,"Akar Iodised Crystal salt, 1kg","The body balances fluids in the blood with the help of salt.Iodized Salt is vital to
 stabilize blood pressure as well as proper functioning of nerves and muscles"
266592,"Catch Sprinklers Iodized Table Salt, 200 g",Catch Sprinklers Iodized Table Salt is a table top salt sprinkler easy to use and handy
279803,"24 Mantra Organic Jaggery Powder, 500 g","Jaggery flushes toxins from the body It is loaded 
 with antioxidants and minerals that retains youthful looks.
 It also builds stronger immunity"
279807,"24 Mantra Organic Sulphurless Sugar, 500 g","Sugar provide energy required for the effective functioning of the body and 
 also for later activities.It boosts your mood and improve thinking ability."
298778,Sugarfree Gold Low Calorie Sweetner - 500 Pellets,Sugarfree Gold Low Calorie Sweetener has very less or no calories and it tastes exactly like sugar.It contains less food energy than other sugar-based sweeteners.
298943,"Sugar Free Natura Powder, 100 g","Sugar free natura is just right for those with a sweet tooth but are calorie conscious
 or cannot intake direct sugar for medical reasons."
298951,Sugarfree Natura Low Calorie Sweetner - 80 g Jar,Sugarfree Natura Low Calorie Sweetener has very less or no calories and it tastes exactly like sugar.It contains less food energy than other sugar-based sweeteners.
332227,"On1y Salt Grinder, 100 g","Salt grinder grinds large crystal sea salts so that 
 you can easily sprinkle them over the food. It also adds quantity to the salt."
332229,"On1y Pink Salt Grinder, 100 g","Himalayan Pink Salt grinder grinds large crystal Himalayan Pink salts so that 
 you can easily sprinkle them over the food. Pink Salt stabilizes Blood Pressure."
337906,"24 Mantra Organic Sugar, 1kg","Sugar provide energy required for the effective functioning of the body and 
 also for later activities.It boosts your mood and improve thinking ability."
337910,"24 Mantra Organic Sulphurless Sugar, 1kg","Eco friendly sulphurless sugar is safe and healthier and provides energy required for the effective functioning of the body and 
 also for later activities.It boosts your mood and improve thinking ability."
342227,"Pro Nature 100% Organic Sugar, Brown, 500 g","Brown sugar has certain minerals like calcium,iron,magnesium and potassium
  due to its molasses content which makes it a better option than white sugar"
367008,Sugarfree Natura Low Calorie Sweetner 10 ml Bottle,"Sugar free natura sweet drops is the right choice when you are on the go .Easy to carry !Light on calories !
 Have it when you cannot intake direct sugar for medical reasons."
372208,Kolhu Natural Gur (Jaggery) 400g,"Gur or Jaggery flushes toxins from the body It is loaded 
 with antioxidants and minerals that retains youthful looks.
 It also builds stronger immunity"
378375,"Organic Tattva Natural Rock Salt, 500g","Rock Salt has many health benefits and is vital to
 stabilize blood pressure as well as proper functioning of nerves and muscles"
380138,"Pro Nature 100% Organic Jaggery Powder, 400 g","Organic Jaggery promotes liver health by flushing out toxins from the body. It is loaded 
 with antioxidants and minerals that retains youthful looks.It also builds stronger immunity"
384242,"24 Mantra Organic Demerara Sugar Organic, 500 g","Demerara Sugar or Bura sugar is a healthy choice as it does not contain non nutritious or empty calories 
  and chemicals present white sugar"
384277,"24 Mantra Himalayan Rock Salt, 1kg","Himalayan Rock Salt has many health benefits .It helps achieve healthy sodium level which is vital to
 stabilize blood pressure as well as proper functioning of nerves and muscles"
390350,"Puro Healthy Salt, 1 Kg","Puro Healthy Salt is made from Pure and natural Sea salt crystals. 
 Salt intake helps the body balance fluids in the blood which aids to
 stabilize blood pressure and proper functioning of nerves and muscle"
390351,"Puro Healthy Salt Crystal, 1 kg","Puro Healthy Crystal Salt is from Pure and natural Sea salt crystals. Crystal Salt intake promotes healthy thyroid,helps to stabilize blood pressure and proper functioning of nerves and muscle"
393329,"Pro Nature Himalayan Pink Salt - Crystals, 500 g","Himalayan Pink Salt has many health benefits .It helps achieve healthy sodium level which is vital to
 stabilize blood pressure as well as proper functioning of respiratory system,nerves and muscles"
398711,Parry White Label Sugar - 1 kg Pouch,"Sugar provide energy required for the effective functioning of the body and 
 also for later activities.It boosts your mood and improve thinking ability."
398712,Parry White Label Sugar - 5 kg,"Sugar provide energy required for the effective functioning of the body and 
 also for later activities.It boosts your mood and improve thinking ability."
402733,"Pro Nature Classic Himalayan Pink Salt Crystals, 500 g","Himalayan Pink Salt crystals has many health benefits .It helps achieve healthy sodium level which is vital to
 stabilize blood pressure as well as proper functioning of respiratory system,nerves and muscles"
404156,Bucket Jaggery 500,"Jaggery promotes liver health by flushing out toxins from the body. It is loaded 
 with antioxidants and minerals that retains youthful looks.It also builds stronger immunity"
404157,Pellet Jaggery 400 g,"Jaggery flushes toxins from the body It is loaded 
 with antioxidants and minerals that retains youthful looks.
 It also builds stronger immunity."
409195,Fine Life Free Flow Salt 1 kg,
SB0011,Sugar Loose,Sugar provides energy required for the effective functioning of the body and
169054,Sampurna Bazaar Super Thin Poha / Aval 500 g,"It is a good source of carbohydrates, packed with iron, rich in fibre, a good source of antioxidants and essential vitamins and is gluten free. It is known to be good for those who have diabetes, skin and heart problem"
169055,Sri Bhagyalakshmi Thick Rice Flakes 500 g,"Rice Flakes or Aval is a rich source of antioxidants,essential Vitaminsand other nutrients required 
 by our body.It is also gluten free and is ideal for those with 
  lifestyle diseases and health problems."
214217,"Daawat Basmati Rice - Devaaya, 5kg Bag","This long and slender basmati rice gives out a pleasant aroma , delicious taste and distinct flavor 
 It makes the meals from ordinary to extraordinary."
243335,INDIA GATE Super Premium Basmati Rice 1 kg,"The long and slender basmati rice on cooking becomes soft and fluffy texture
  and gives out a pleasant aroma , delicious taste and distinct flavor."
243336,"India Gate Basmati Rice Pouch, Classic, 1kg","The long and slender basmati rice on cooking gives a delicious taste and distinct flavour
  taking the meals to a special level."
247282,"Daawat Traditional Basmati Rice, 1kg","The long and slender basmati rice becomes soft and fluffy on cooking and gives a delicious and distinct flavour
  making the meals extraordinary."
255843,Daawat Super Basmati Rice 5kg,"The long and slender basmati rice becomes soft and fluffy on cooking and gives a delicious and distinct flavour
  making the meals from ordinary to extraordinary."
255848,"Daawat Rozana Super Basmati Rice, 1kg","This long and slender basmati rice gives out a pleasant aroma , delicious taste and distinct flavor 
 It makes the meals from ordinary to extraordinary."
255849,"Daawat Rozana Gold Basmati Rice, 1Kg","The long and slender basmati rice on cooking gives a delicious taste and distinct flavour
  taking the meals to a special level."
255850,"Daawat Biryani Basmati Rice, 1kg","The long and slender basmati rice becomes soft and fluffy and gives a delicious taste and distinct flavour
 making the biryani extraordinary."
255851,"Daawat Basmati Rice - Devaaya, 1kg","The long and slender basmati rice becomes soft and fluffy and gives a delicious taste and distinct flavour
 making the biryani extraordinary."
269800,Double Horse Aval Thick - 500 g,"Aval is a rich source of antioxidants,essential Vitaminsand other nutrients required 
 by our body.It is also gluten free and is ideal for those with 
  lifestyle diseases and health problems."
269801,Avalakki White Pouch 500 g,Aval is an a healthy option as they are devoid of fat and lactose and promotes heart and overall health.
271073,"Daawat Biryani Basmati Rice, 5kg","The long and slender basmati rice becomes soft and fluffy and gives a delicious taste and distinct flavour
 making the biryani extraordinary."
275627,Kesar gold Kolam Rice 10 kg,"Kolam Rice is good for everyday meals, and goes well with curry
 or even as dal khichdi. It is low on glycemic index, thus making it ideal for those with diabetes ."
279831,"24 Mantra Organic Poha (Flattened Rice/Atukulu), 500 g",Aval is an a healthy option as they are devoid of fat and lactose and promotes heart and overall health.
279836,"24 Mantra Organic Sonamasuri Raw Rice Polished, 1kg","Sonamasoori is comparitively low in calorie than long-grain or Basmati rice. It is also easy on digestive system
  and aids weight loss"
279837,"24 Mantra Organic - Sonamasuri Semi Brown Hand Pounded Rice, 1 kg","Sonamasoori Semi Brown hand pound rice is comparitively low in calorie and loaded with nutrients. It is also easy on digestive system
  and aids weight loss"
279838,"24 Mantra Organic Sonamasuri Brown Rice, 1kg","Sonamasoori Brown rice is comparitively better choice for your health than 
  white rice as it decreases the risk of lifestyle diseases."
279833,"24 Mantra Organic Sonamasuri Brown Raw Rice, 5kg","Sonamasoori Brown raw rice is comparitively better choice for your health than 
  white raw rice as it decreases the risk of lifestyle diseases."
